DEPT    .M    ,RMG     .none ,RMN     .none ,RMN-RMG,CAL     .none ,SP      .none,GR      .none ,HAC     .none,BHC     .none,DEN     .none
1103.319,5.579,6.031,0.452,22.373,78.036,106.72,311.535,301.978,2.35
1103.369,6.6,6.935,0.335,22.361,77.34,107.308,318.269,302.083,2.344
1103.4191,6.919,7.638,0.719,22.326,77.132,107.798,320.403,302.777,2.34
1103.469,7.415,7.93,0.515,22.295,77.687,107.994,317.096,302.351,2.342
1103.519,7.654,7.437,-0.217,22.298,78.73,107.601,311.105,301.068,2.349
1103.569,6.544,6.508,-0.036,22.33,79.562,106.23,296.597,299.414,2.37
1103.619,5.215,5.814,0.599,22.377,79.91,104.267,291.347,299.359,2.404
1103.6691,4.803,5.593,0.79,22.416,80.049,102.893,291.136,300.321,2.436
1103.719,5.518,5.97,0.452,22.433,80.188,101.815,294.656,300.908,2.453
1103.769,6.544,6.393,-0.151,22.431,80.397,101.03,300.214,300.373,2.459
1103.819,6.479,6.293,-0.186,22.409,80.744,101.128,300.747,299.2,2.457
1103.869,5.689,6.086,0.397,22.372,80.883,101.324,299.039,297.329,2.429
1103.9191,5.744,6.241,0.497,22.318,80.814,102.306,298.292,296.848,2.399
1103.969,6.138,6.417,0.279,22.272,81.022,103.09,299.465,296.635,2.374
1104.019,5.962,6.194,0.232,22.247,81.439,105.347,300.855,296.101,2.364
1104.069,5.786,5.906,0.12,22.229,81.855,107.502,301.388,297.274,2.361
1104.119,5.431,5.532,0.101,22.214,82.272,109.662,301.496,298.611,2.369
1104.1691,4.67,4.89,0.22,22.21,82.55,111.821,301.282,302.138,2.382
1104.219,4.202,4.622,0.42,22.219,82.55,112.702,301.709,303.044,2.398
1104.269,4.498,5.071,0.573,22.231,82.411,112.211,301.388,304.22,2.412
1104.319,5.264,5.73,0.466,22.238,82.134,110.252,299.895,304.487,2.421
1104.369,6.022,6.01,-0.012,22.234,81.647,108.485,300.32,305.876,2.417
1104.4191,6.025,5.758,-0.267,22.225,80.882,107.405,301.179,306.783,2.406
1104.469,5.477,5.576,0.099,22.215,79.633,106.327,305.019,305.396,2.39
1104.519,5.736,6.034,0.298,22.193,78.243,104.168,308.016,304.006,2.366
1104.569,6.413,6.851,0.438,22.156,77.202,102.797,314.843,303.313,2.341
1104.619,6.901,8.036,1.135,22.109,76.576,101.521,318.376,304.006,2.319
1104.6691,8.196,9.349,1.153,22.066,76.576,101.913,320.401,306.092,2.311
1104.719,9.066,9.233,0.167,22.058,77.27,102.305,314.426,308.225,2.314
1104.769,8.002,7.65,-0.352,22.085,78.521,102.992,310.468,309.189,2.325
1104.819,6.746,6.363,-0.383,22.116,79.77,102.502,305.347,311.109,2.343
1104.869,6.123,5.801,-0.322,22.134,80.535,101.913,304.38,313.835,2.366
1104.9191,5.694,5.463,-0.231,22.132,81.231,101.521,304.487,315.066,2.401
1104.969,5.45,5.135,-0.315,22.118,81.716,102.501,304.594,317.36,2.42
1105.019,4.988,4.664,-0.324,22.117,81.647,103.188,305.665,318.377,2.433
1105.069,4.343,4.229,-0.114,22.143,81.022,102.306,311.639,320.084,2.435
1105.119,3.751,4.049,0.298,22.187,79.702,101.717,316.987,320.406,2.427
1105.1691,3.458,4.055,0.597,22.224,77.894,101.815,329.489,319.817,2.396
1105.219,4.073,4.567,0.494,22.237,75.674,102.403,331.943,318.377,2.351
1105.269,5.335,5.946,0.611,22.213,73.38,103.678,328.524,314.209,2.313
1105.319,6.694,7.843,1.149,22.164,71.784,103.581,325.11,312.609,2.284
1105.369,8.143,9.587,1.444,22.125,70.741,102.109,317.308,311.004,2.265
1105.4191,9.026,10.317,1.291,22.115,69.976,99.557,314.208,310.523,2.257
1105.469,8.814,10.049,1.235,22.124,69.629,97.402,312.821,309.883,2.257
1105.519,8.87,10.069,1.199,22.142,69.56,96.616,312.82,309.402,2.264
1105.569,9.429,10.403,0.974,22.159,69.907,96.812,312.394,309.242,2.278
1105.619,9.061,10.25,1.189,22.164,71.088,97.499,310.577,308.761,2.294
1105.6691,9.056,10.018,0.962,22.16,72.966,97.596,306.622,308.387,2.317
1105.719,9.347,9.143,-0.204,22.171,75.116,96.813,304.488,308.173,2.344
1105.769,7.452,7.012,-0.44,22.207,77.132,96.715,302.35,309.135,2.381
1105.819,4.976,5.219,0.243,22.256,78.381,97.596,302.244,310.629,2.412
1105.869,4.099,4.589,0.49,22.294,78.729,99.264,305.128,312.927,2.428
1105.9191,4.206,4.643,0.437,22.298,78.381,100.149,308.232,313.729,2.437
1105.969,4.57,5.14,0.57,22.266,77.271,101.422,314.74,313.889,2.435
1106.019,5.537,6.133,0.596,22.221,75.603,102.305,316.775,313.569,2.409
1106.069,6.711,7.181,0.47,22.188,73.938,102.403,319.762,314.582,2.379
1106.119,7.16,7.882,0.722,22.164,72.755,102.207,319.872,314.797,2.349
1106.1691,7.876,8.488,0.612,22.138,72.269,102.404,319.444,314.049,2.327
1106.219,8.425,8.433,0.008,22.125,72.338,102.697,319.231,313.355,2.313
1106.269,7.591,7.434,-0.157,22.13,72.755,101.128,317.52,310.682,2.307
1106.319,6.335,6.479,0.144,22.162,73.102,101.422,314.853,307.322,2.307
1106.369,5.886,6.311,0.425,22.232,72.894,100.344,313.675,306.517,2.309
1106.4191,6.354,6.89,0.536,22.312,72.129,98.773,312.929,305.876,2.311
1106.469,7.025,7.791,0.766,22.361,71.158,97.206,314.209,305.769,2.313
1106.519,7.645,8.712,1.067,22.358,70.393,96.42,314.316,305.876,2.311
1106.569,8.114,9.361,1.247,22.313,70.255,96.42,313.249,306.303,2.31
1106.619,8.264,9.615,1.351,22.271,70.88,96.714,312.607,306.25,2.309
1106.6691,8.403,9.562,1.159,22.287,72.062,97.893,311.215,305.769,2.315
1106.719,8.407,9.085,0.678,22.362,73.449,99.46,308.228,305.235,2.325
1106.769,7.619,8.301,0.682,22.453,74.631,99.657,295.297,301.923,2.339
1106.819,7.227,7.977,0.75,22.51,75.464,100.049,288.896,300.642,2.356
1106.869,7.875,8.14,0.265,22.502,75.951,100.344,282.266,299.359,2.362
1106.9191,8.057,8.152,0.095,22.44,76.02,100.834,283.878,300.216,2.357
1106.969,8.031,8.089,0.058,22.381,75.742,100.638,294.972,303.15,2.341
1107.019,8.162,7.94,-0.222,22.36,75.117,101.717,299.683,303.9,2.32
1107.069,7.674,7.542,-0.132,22.347,74.146,101.619,307.257,304.38,2.295
1107.119,6.848,7.348,0.5,22.314,73.033,100.736,313.568,304.006,2.272
1107.1691,6.949,7.873,0.924,22.255,71.991,99.46,314.528,303.793,2.256
1107.219,7.841,8.634,0.793,22.184,71.366,99.167,312.608,303.739,2.254
1107.269,7.862,8.761,0.899,22.129,71.158,99.951,309.509,303.633,2.261
1107.319,7.416,8.526,1.11,22.1,71.296,99.853,310.256,304.38,2.273
1107.369,7.631,8.651,1.02,22.092,72.13,99.559,313.354,307.478,2.29
1107.4191,8.239,8.9,0.661,22.109,73.451,98.186,313.137,309.19,2.313
1107.469,8.343,8.346,0.003,22.17,75.186,98.186,308.656,311.857,2.334
1107.519,7.378,6.835,-0.543,22.259,77.132,98.578,307.478,312.126,2.355
1107.569,5.765,5.318,-0.447,22.328,78.589,99.264,305.878,310.845,2.374
1107.619,4.545,4.685,0.14,22.345,79.563,100.442,305.876,309.615,2.394
1107.6691,4.401,5.002,0.601,22.305,80.258,101.521,305.019,305.661,2.412
1107.719,5.242,5.534,0.292,22.245,80.674,102.403,302.779,303.687,2.43
1107.769,6.232,5.837,-0.395,22.217,80.813,103.973,303.206,299.626,2.439
1107.819,6.148,5.807,-0.341,22.228,80.744,104.757,305.767,298.505,2.439
1107.869,5.354,5.571,0.217,22.253,80.605,105.542,309.188,297.276,2.428
1107.9191,5.506,6.379,0.873,22.275,80.605,105.837,303.732,293.373,2.426
1107.969,8.918,9.386,0.468,22.289,80.813,106.523,295.945,290.173,2.426
1108.019,13.972,12.685,-1.287,22.297,81.161,106.817,272.001,285.095,2.439
1108.069,15.088,12.486,-2.602,22.301,81.508,106.229,254.292,283.442,2.453
1108.119,11.463,9.269,-2.194,22.301,81.786,105.346,252.992,283.707,2.468
1108.1691,6.97,6.575,-0.395,22.297,82.134,103.972,267.209,286.433,2.491
1108.219,4.921,5.493,0.572,22.301,82.48,102.698,276.811,287.606,2.506
1108.269,4.825,5.218,0.393,22.333,82.689,102.011,290.066,289.317,2.506
1108.319,4.652,4.996,0.344,22.387,82.828,101.619,293.479,290.33,2.491
1108.369,4.258,4.66,0.402,22.433,82.967,102.011,298.397,290.865,2.472
1108.4191,4.056,4.367,0.311,22.464,83.106,102.601,302.785,291.24,2.454
1108.469,3.838,4.134,0.296,22.491,83.245,103.776,310.573,291.933,2.442
1108.519,3.507,3.932,0.425,22.507,83.314,104.463,313.783,291.988,2.424
1108.569,3.417,3.864,0.447,22.512,83.314,104.757,315.703,293.695,2.4
1108.619,3.572,4.058,0.486,22.516,83.175,104.267,316.56,296.421,2.382
1108.6691,3.709,4.352,0.643,22.514,82.828,104.66,315.918,299.466,2.369
1108.719,3.906,4.703,0.797,22.498,82.411,105.542,314.531,300.16,2.358
1108.769,4.478,5.33,0.852,22.465,82.064,106.229,313.888,300.534,2.349
1108.819,6.216,6.623,0.407,22.41,81.856,106.131,311.968,300.481,2.341
1108.869,8.517,8.13,-0.387,22.355,81.578,105.64,312.714,301.816,2.338
1108.9191,8.997,8.42,-0.577,22.345,81.23,105.543,311.746,302.243,2.339
1108.969,7.836,7.705,-0.131,22.374,81.022,106.817,305.025,301.71,2.346
1109.019,6.908,6.985,0.077,22.411,80.952,107.504,301.388,301.39,2.356
1109.069,6.323,6.41,0.087,22.444,81.091,108.19,297.974,303.63,2.364
1109.119,5.607,6.018,0.411,22.453,81.369,107.406,297.756,306.09,2.367
1109.1691,5.497,5.697,0.2,22.445,81.578,106.13,299.895,314.212,2.369
1109.219,5.653,5.554,-0.099,22.447,81.716,104.954,301.602,317.519,2.369
1109.269,5.102,5.41,0.308,22.449,81.855,103.383,304.595,319.017,2.369
1109.319,4.555,4.976,0.421,22.445,81.925,101.131,306.302,317.896,2.374
1109.369,4.454,5.039,0.585,22.449,81.716,99.363,310.79,314.851,2.371
1109.4191,5.047,5.773,0.726,22.482,81.23,97.008,311.859,314.316,2.37
1109.469,6.175,6.695,0.52,22.534,80.814,96.42,311.752,313.782,2.366
1109.519,7.507,7.67,0.163,22.564,80.744,97.205,311.966,310.576,2.361
1109.569,8.311,7.997,-0.314,22.566,81.091,98.577,311.432,308.656,2.353
1109.619,7.591,7.374,-0.217,22.568,81.439,100.441,306.945,306.25,2.346
1109.6691,6.612,6.612,0,22.579,81.508,101.031,302.563,303.686,2.35
1109.719,6.403,6.236,-0.167,22.584,81.577,102.207,301.283,303.419,2.357
1109.769,6.442,6.118,-0.324,22.564,81.647,102.698,302.671,303.472,2.365
1109.819,6.267,6.306,0.039,22.52,81.647,103.971,303.311,302.565,2.367
1109.869,6.626,6.617,-0.009,22.47,81.577,104.757,301.389,300.321,2.364
1109.9191,7.152,6.761,-0.391,22.426,81.299,105.247,298.498,298.393,2.355
1109.969,6.816,6.889,0.073,22.399,80.814,103.875,291.564,293.432,2.348
1110.019,7.406,7.379,-0.027,22.397,80.327,102.01,287.177,291.025,2.341
1110.069,8.377,8.196,-0.181,22.406,79.841,99.659,280.456,288.411,2.344
1110.119,8.249,8.645,0.396,22.405,79.424,98.872,281.517,288.515,2.352
1110.1691,7.801,8.581,0.78,22.396,79.563,99.461,288.142,289.263,2.36
1110.219,7.347,8.438,1.091,22.386,79.98,100.049,288.675,288.943,2.374
1110.269,7.425,8.426,1.001,22.382,80.188,99.657,282.69,287.446,2.394
1110.319,7.402,8.142,0.74,22.389,80.466,98.775,277.463,286.113,2.415
1110.369,6.672,7.408,0.736,22.403,80.744,98.284,274.573,285.417,2.43
1110.4191,6.192,6.921,0.729,22.41,80.813,99.561,273.935,285.043,2.439
1110.469,6.388,7.057,0.669,22.41,80.813,102.108,277.242,284.883,2.439
1110.519,7.208,7.377,0.169,22.407,80.674,103.384,278.099,284.83,2.435
1110.569,7.394,7.241,-0.153,22.411,80.327,103.874,279.592,286.43,2.419
1110.619,6.528,6.851,0.323,22.427,80.049,103.286,282.799,287.073,2.401
1110.6691,6.329,6.925,0.596,22.432,79.91,103.581,291.135,286.752,2.383
1110.719,6.536,7.189,0.653,22.418,79.91,104.071,294.443,286.432,2.369
1110.769,6.757,7.396,0.639,22.392,80.188,103.973,297.436,286.378,2.358
1110.819,7.46,7.799,0.339,22.37,80.605,103.287,296.796,286.752,2.349
1110.869,7.524,7.751,0.227,22.351,81.022,102.894,295.62,287.767,2.342
1110.9191,6.774,7.034,0.26,22.327,81.509,103.778,294.654,288.302,2.34
1110.969,6.069,6.404,0.335,22.308,82.063,105.443,290.387,289.636,2.343
1111.019,5.662,6.081,0.419,22.305,82.55,107.211,287.712,289.904,2.355
1111.069,5.423,5.661,0.238,22.322,83.036,110.247,282.911,290.651,2.373
1111.119,4.863,4.934,0.071,22.359,83.661,112.31,286.431,295.085,2.397
1111.1691,4.007,4.235,0.228,22.406,84.217,114.274,292.641,297.599,2.416
1111.219,3.43,3.924,0.494,22.432,84.495,116.331,307.15,300.693,2.435
1111.269,3.445,3.96,0.515,22.414,84.634,119.079,315.385,300.427,2.445
1111.319,3.906,4.278,0.372,22.363,84.703,121.724,315.064,299.734,2.449
1111.369,4.196,4.625,0.429,22.319,84.773,123.492,310.043,299.786,2.441
1111.4191,4.154,4.713,0.559,22.316,84.912,123.492,308.224,299.734,2.437
1111.469,4.539,5.06,0.521,22.34,84.842,123.296,305.877,300.641,2.429
1111.519,5.424,5.6,0.176,22.361,84.426,122.707,305.768,301.389,2.426
1111.569,5.831,5.733,-0.098,22.378,84.217,121.826,302.354,301.976,2.425
1111.619,5.674,5.792,0.118,22.396,84.426,121.825,300.534,302.404,2.429
1111.6691,5.579,5.878,0.299,22.425,84.495,122.709,297.97,304.06,2.431
1111.719,5.553,5.718,0.165,22.469,84.495,124.57,297.97,304.22,2.434
1111.769,5.377,5.478,0.101,22.491,84.634,127.417,301.496,303.793,2.437
1111.819,5.031,5.284,0.253,22.487,84.773,129.473,303.31,303.312,2.44
1111.869,4.647,5.008,0.361,22.479,84.842,132.81,308.226,304.487,2.442
1111.9191,4.355,4.731,0.376,22.462,84.634,136.345,311.114,304.969,2.443
1111.969,4.293,4.637,0.344,22.449,84.217,139.675,314.848,306.463,2.446
1112.019,4.442,4.54,0.098,22.444,83.8,142.915,315.384,307.319,2.447
1112.069,4.466,4.473,0.007,22.419,83.453,145.853,314.317,308.332,2.438
1112.119,4.651,4.891,0.24,22.383,83.245,148.406,313.782,310.844,2.426
1112.1691,5.84,5.875,0.035,22.364,83.036,151.057,314.53,313.516,2.414
1112.219,6.949,6.567,-0.382,22.38,82.759,153.015,314.316,314.209,2.402
1112.269,6.57,6.308,-0.262,22.427,82.411,155.666,310.789,312.713,2.389
1112.319,5.713,5.714,0.001,22.465,81.995,158.506,307.909,311.7,2.376
1112.369,5.199,5.373,0.174,22.469,81.647,162.236,303.312,310.043,2.366
1112.4191,4.994,5.342,0.348,22.447,81.16,166.95,302.46,310.205,2.364
1112.469,5.216,5.666,0.45,22.429,80.397,172.043,305.447,312.499,2.351
1112.519,5.963,6.356,0.393,22.438,79.702,178.425,306.839,313.997,2.339
1112.569,6.946,7.136,0.19,22.473,79.147,187.632,310.146,316.45,2.322
1112.619,7.463,7.638,0.175,22.504,78.521,199.509,311.752,316.987,2.308
1112.6691,7.65,8.062,0.412,22.499,78.035,217.482,313.035,317.148,2.293
1112.719,8.207,8.618,0.411,22.449,77.965,242.164,313.461,317.948,2.279
1112.769,8.497,8.868,0.371,22.374,78.174,277.7,313.782,318.002,2.275
1112.819,8.332,8.742,0.41,22.322,78.382,312.862,312.608,318.002,2.276
1112.869,8.423,8.548,0.125,22.304,78.451,351.543,312.286,318.75,2.289
1112.9191,8.26,8.199,-0.061,22.301,78.66,393.668,312.821,318.268,2.301
1112.969,7.841,7.752,-0.089,22.297,78.868,440.877,313.141,317.095,2.311
1113.019,7.45,7.393,-0.057,22.274,79.007,504.785,312.07,315.543,2.316
1113.069,6.958,6.785,-0.173,22.233,79.285,570.799,305.776,312.076,2.325
1113.119,6.307,6.006,-0.301,22.206,79.146,650.216,301.282,310.417,2.333
1113.1691,5.987,6.178,0.191,22.211,78.729,693.041,298.083,307.691,2.341
1113.219,6.699,7.206,0.507,22.229,78.59,751.317,304.59,306.625,2.344
1113.269,7.466,7.666,0.2,22.246,78.521,807.188,310.898,305.021,2.342
1113.319,7.298,7.304,0.006,22.256,78.313,869.872,312.178,303.687,2.337
1113.369,6.878,6.862,-0.016,22.254,78.243,925.648,311.752,302.671,2.33
1113.4191,6.967,6.762,-0.205,22.24,78.312,978.855,309.504,301.494,2.321
1113.469,7.253,6.946,-0.307,22.219,78.174,1022.636,304.063,299.734,2.316
1113.519,7.128,7.154,0.026,22.204,78.035,1075.457,301.602,299.733,2.312
1113.569,7.146,7.246,0.1,22.217,78.035,1138.141,300.002,300.747,2.309
1113.619,8.052,7.539,-0.513,22.255,78.035,1229.618,300.214,300.748,2.31
1113.6691,8.459,7.821,-0.638,22.295,78.035,1309.752,303.42,300.908,2.318
1113.719,7.822,7.534,-0.288,22.318,78.104,1407.01,305.127,300.428,2.329
1113.769,7.396,7.087,-0.309,22.321,78.174,1529.762,307.051,299.465,2.336
1113.819,7.34,7.256,-0.084,22.312,78.174,1743.868,307.051,297.705,2.343
1113.869,8.07,8.084,0.014,22.304,78.313,2055.791,306.944,296.314,2.348
1113.9191,9.4,8.825,-0.575,22.306,78.521,2510.645,306.619,290.859,2.348
1113.969,9.847,9.378,-0.469,22.328,78.59,2944.144,300.751,283.658,2.343
1114.019,9.87,9.504,-0.366,22.365,78.59,3347.085,296.257,281.089,2.34
1114.069,9.574,8.78,-0.794,22.402,78.59,3696.059,287.189,278.262,2.343
1114.119,8.352,8.121,-0.231,22.427,78.59,3993.708,283.013,277.618,2.346
1114.1691,8.072,8.996,0.924,22.433,78.66,4224.033,274.14,276.656,2.346
1114.219,10.987,12.212,1.225,22.418,78.729,4323.739,267.739,276.176,2.346
1114.269,16.535,18.368,1.833,22.397,78.59,4263.562,251.173,278.152,2.348
1114.319,21.825,22.139,0.314,22.383,78.382,4000.876,245.626,280.126,2.341
1114.369,21.32,17.757,-3.563,22.368,78.243,3636.821,253.632,285.63,2.334
1114.4191,14.127,11.544,-2.583,22.369,77.965,3208.447,268.298,289.214,2.326
1114.469,9.05,8.876,-0.174,22.392,77.549,2774.359,299.875,294.602,2.322
1114.519,8.195,8.108,-0.087,22.418,77.271,2335.09,310.474,296.369,2.309
1114.569,7.883,7.957,0.074,22.436,77.271,1897.967,320.716,300.69,2.289
1114.619,7.709,7.71,0.001,22.441,77.548,1476.154,323.077,306.089,2.27
1114.6691,7.693,7.435,-0.258,22.424,78.105,1079.421,323.502,309.085,2.258
1114.719,7.57,6.893,-0.677,22.392,79.007,824.669,320.728,313.299,2.257
1114.769,6.688,5.903,-0.785,22.368,80.189,664.018,315.491,316.401,2.264
1114.819,5.595,5.068,-0.527,22.359,81.368,578.023,314.211,319.441,2.278
1114.869,5.16,4.612,-0.548,22.366,82.272,519.378,314.103,326.442,2.291
1114.9191,4.879,4.347,-0.532,22.372,82.689,478.147,314.531,327.991,2.312
1114.969,4.342,4.212,-0.13,22.362,82.897,445.042,316.238,327.671,2.332
1115.019,4.139,4.218,0.079,22.337,83.175,415.879,315.384,326.709,2.354
1115.069,4.447,4.43,-0.017,22.293,83.383,387.182,312.717,324.735,2.375
1115.119,4.87,4.677,-0.193,22.237,83.523,361.945,312.714,324.359,2.395
1115.1691,4.631,4.525,-0.106,22.207,83.592,339.463,312.395,324.68,2.412
1115.219,3.796,4.093,0.297,22.221,83.453,319.483,314.422,324.786,2.421
1115.269,3.378,3.983,0.605,22.237,83.175,301.415,319.872,324.305,2.42
1115.319,3.407,4.297,0.89,22.206,82.759,281.728,319.658,323.345,2.415
1115.369,4.082,4.97,0.888,22.12,81.855,260.032,313.889,322.009,2.4
1115.4191,5.442,5.784,0.342,22.013,80.395,233.524,302.882,321.313,2.386
1115.469,6.151,6.238,0.087,21.935,78.383,209.039,300.429,320.513,2.37
1115.519,6.099,6.397,0.298,21.919,75.88,189.695,303.423,318.856,2.349
1115.569,6.245,6.693,0.448,21.959,73.383,175.102,313.771,316.882,2.327
1115.619,6.663,7.447,0.784,22.005,71.297,163.219,318.269,316.239,2.303
1115.6691,7.403,8.47,1.067,22.042,69.976,152.32,319.87,315.17,2.287
1115.719,7.966,8.735,0.769,22.069,69.421,141.056,318.27,313.89,2.265
1115.769,7.307,7.995,0.688,22.087,69.004,130.256,315.492,311.378,2.251
1115.819,6.24,7.44,1.2,22.112,68.31,119.58,317.199,310.258,2.241
1115.869,6.355,8.059,1.704,22.136,67.684,111.526,326.602,311.538,2.236
1115.9191,7.735,9.879,2.144,22.147,67.476,107.012,333.555,313.357,2.227
1115.969,9.22,11.784,2.564,22.149,67.545,104.955,342.409,315.383,2.219
1116.019,9.838,12.545,2.707,22.15,68.171,103.973,342.09,315.117,2.213
1116.069,10.235,12.035,1.8,22.164,69.766,103.875,333.022,314.797,2.213
1116.119,10.097,10.63,0.533,22.191,71.991,104.365,324.039,313.568,2.225
1116.1691,8.571,9.025,0.454,22.227,74.424,105.642,302.014,309.559,2.255
1116.219,7.45,7.912,0.462,22.282,76.505,107.993,283.771,306.786,2.302
1116.269,7.061,7.224,0.163,22.341,77.827,109.662,281.842,306.838,2.358
1116.319,6.415,6.637,0.222,22.388,78.59,110.544,291.55,308.545,2.402
1116.369,5.855,6.268,0.413,22.418,78.799,110.937,303.845,308.867,2.435
1116.4191,6.027,6.72,0.693,22.396,78.66,111.82,306.516,307.583,2.451
1116.469,7.214,7.48,0.266,22.321,78.868,112.506,305.236,305.076,2.451
1116.519,7.471,7.119,-0.352,22.238,79.633,112.31,302.456,304.059,2.427
1116.569,6.236,6.189,-0.047,22.169,80.465,111.526,298.188,302.939,2.412
1116.619,5.539,5.893,0.354,22.129,80.952,110.839,298.718,303.365,2.393
1116.6691,5.703,5.934,0.231,22.125,81.23,110.643,304.063,306.091,2.381
1116.719,6.091,5.957,-0.134,22.147,81.508,110.839,307.69,307.371,2.366
1116.769,6.066,5.882,-0.184,22.191,81.508,112.311,309.615,308.44,2.358
1116.819,5.758,5.668,-0.09,22.252,81.23,113.878,308.975,308.547,2.353
1116.869,5.636,5.544,-0.092,22.308,81.022,115.841,310.363,306.304,2.348
1116.9191,5.473,5.721,0.248,22.325,80.743,118.984,312.72,304.858,2.347
1116.969,5.777,6.258,0.481,22.319,80.188,123.196,320.081,300.857,2.34
1117.019,6.894,6.85,-0.044,22.32,79.424,126.436,326.924,295.03,2.338
1117.069,7.116,6.8,-0.316,22.339,78.591,130.452,328.631,290.923,2.329
1117.119,5.941,6.583,0.642,22.381,77.687,134.674,319.232,282.212,2.324
1117.1691,6.532,8.721,2.189,22.434,76.784,139.09,286.947,274.998,2.329
1117.219,11.839,15.655,3.816,22.462,76.298,141.637,266.465,273.078,2.343
1117.269,20.077,22.333,2.256,22.467,76.368,143.11,239.85,276.978,2.363
1117.319,23.02,20.597,-2.423,22.469,76.645,143.992,237.929,281.726,2.379
1117.369,17.686,14.916,-2.77,22.471,77.132,145.464,252.136,289.85,2.392
1117.4191,13.098,11.86,-1.238,22.473,77.896,148.706,261.658,290.812,2.399
1117.469,12.161,9.793,-2.368,22.477,78.729,154.583,275.953,291.026,2.4
1117.519,9.565,7.687,-1.878,22.499,79.702,162.339,282.485,291.348,2.402
1117.569,6.257,5.801,-0.456,22.541,80.812,171.937,299.021,295.348,2.397
1117.619,4.554,4.34,-0.214,22.592,81.647,185.482,308.76,297.649,2.395
1117.6691,3.593,3.557,-0.036,22.647,82.064,201.684,332.166,301.55,2.395
1117.719,3.031,3.318,0.287,22.658,82.272,219.706,340.487,302.51,2.395
1117.769,3.424,3.662,0.238,22.608,82.342,230.9,337.918,302.191,2.405
1117.819,5.14,4.642,-0.498,22.54,82.411,236.777,314.768,303.257,2.412
1117.869,6.136,5.579,-0.557,22.492,82.481,236.391,305.556,303.953,2.417
1117.9191,5.333,5.638,0.305,22.476,82.55,231.084,300.107,305.45,2.417
1117.969,5.067,5.449,0.382,22.465,82.55,220.115,300.747,306.463,2.416
1118.019,5.544,5.466,-0.078,22.425,82.55,203.229,301.282,307.693,2.418
1118.069,5.441,5.328,-0.113,22.361,82.828,182.661,302.243,309.347,2.41
1118.119,5.192,5.094,-0.098,22.303,83.106,159.198,303.205,309.562,2.4
1118.1691,4.989,4.96,-0.029,22.289,83.384,142.217,304.381,307.53,2.377
1118.219,4.885,4.858,-0.027,22.313,83.661,131.247,304.701,305.663,2.371
1118.269,5.216,4.896,-0.32,22.343,83.731,123.196,305.342,305.824,2.379
1118.319,5.173,4.909,-0.264,22.367,83.939,118.005,304.915,310.038,2.414
1118.369,4.664,4.508,-0.156,22.381,84.287,115.547,307.692,324.839,2.412
1118.4191,3.963,3.818,-0.145,22.389,84.495,116.432,313.475,331.414,2.414
1118.469,2.942,3.141,0.199,22.423,84.703,118.587,328.944,335.094,2.414
1118.519,2.685,2.985,0.3,22.489,84.912,120.354,336.111,334.347,2.418
1118.569,3.252,3.517,0.265,22.548,84.981,120.941,334.724,331.467,2.423
1118.619,3.74,4.206,0.466,22.573,85.12,120.452,317.843,329.007,2.428
1118.6691,4.184,4.588,0.404,22.547,85.468,118.292,310.681,327.776,2.434
1118.719,4.276,4.557,0.281,22.487,85.745,116.823,308.121,325.322,2.439
1118.769,3.797,4.291,0.494,22.438,85.745,115.056,316.988,321.527,2.441
1118.819,3.576,4.205,0.629,22.414,85.468,112.509,319.975,319.927,2.452
1118.869,3.924,4.471,0.547,22.397,85.051,108.583,315.599,319.391,2.449
1118.9191,4.36,4.916,0.556,22.367,84.494,103.479,312.071,320.516,2.419
1118.969,4.917,5.415,0.498,22.312,83.454,99.365,310.257,323.876,2.39
1119.019,5.488,6.07,0.582,22.239,82.063,95.831,313.573,324.947,2.365
1119.069,5.727,7.004,1.277,22.171,80.606,93.382,325.628,325.48,2.345
1119.119,6.745,8.907,2.162,22.1,79.077,91.124,330.982,326.335,2.316
1119.1691,9.149,11.963,2.814,22.018,77.756,89.259,337.179,328.313,2.284
1119.219,11.16,14.278,3.118,21.94,76.854,87.985,336.752,328.953,2.242
1119.269,12.013,14.856,2.843,21.888,76.367,88.279,334.615,328.152,2.204
1119.319,12.162,14.615,2.453,21.879,76.229,89.455,333.655,327.618,2.18
1119.369,11.327,13.924,2.597,21.898,76.367,90.731,336.859,329.273,2.175
1119.4191,10.286,13.014,2.728,21.906,76.576,91.812,343.803,333.388,2.183
1119.469,10.256,12.233,1.977,21.902,77.27,93.673,343.483,334.721,2.204
1119.519,10.23,10.937,0.707,21.928,78.869,95.146,326.168,330.66,2.23
1119.569,8.967,9.144,0.177,21.99,80.464,96.615,307.605,324.846,2.261
1119.619,7.415,7.677,0.262,22.076,81.369,97.989,302.992,322.222,2.28
1119.6691,6.452,6.764,0.312,22.172,81.786,100.442,302.353,319.765,2.31
1119.719,5.97,6.457,0.487,22.231,81.855,101.226,305.34,320.192,2.333
1119.769,6.385,6.788,0.403,22.253,81.577,102.011,312.822,321.314,2.343
1119.819,6.924,7.194,0.27,22.264,81.231,102.109,315.809,319.98,2.337
1119.869,6.203,7.042,0.839,22.268,80.813,102.011,321.794,316.72,2.32
1119.9191,5.441,6.872,1.431,22.27,80.188,101.127,324.469,316.132,2.304
1119.969,6.038,7.572,1.534,22.259,79.494,99.364,327.883,315.225,2.287
